,Date,Cases_Sum,State,Cases_Day
99,4/30/20,356,AK,0.0
100,5/1/20,365,AK,9.0
101,5/2/20,366,AK,1.0
102,5/3/20,369,AK,3.0
103,5/4/20,371,AK,2.0
104,5/5/20,372,AK,1.0
105,5/6/20,373,AK,1.0
106,5/7/20,375,AK,2.0
107,5/8/20,378,AK,3.0
108,5/9/20,379,AK,1.0
109,5/10/20,380,AK,1.0
110,5/11/20,382,AK,2.0
111,5/12/20,384,AK,2.0
112,5/13/20,384,AK,0.0
113,5/14/20,388,AK,4.0
114,5/15/20,388,AK,0.0
115,5/16/20,388,AK,0.0
116,5/17/20,397,AK,9.0
117,5/18/20,400,AK,3.0
118,5/19/20,400,AK,0.0
119,5/20/20,402,AK,2.0
120,5/21/20,402,AK,0.0
121,5/22/20,404,AK,2.0
122,5/23/20,408,AK,4.0
123,5/24/20,408,AK,0.0
124,5/25/20,409,AK,1.0
125,5/26/20,411,AK,2.0
126,5/27/20,412,AK,1.0
127,5/28/20,425,AK,13.0
128,5/29/20,430,AK,5.0
129,5/30/20,434,AK,4.0
130,5/31/20,460,AK,26.0
131,6/1/20,467,AK,7.0
132,6/2/20,487,AK,20.0
133,6/3/20,505,AK,18.0
134,6/4/20,513,AK,8.0
135,6/5/20,524,AK,11.0
136,6/6/20,536,AK,12.0
137,6/7/20,544,AK,8.0
138,6/8/20,563,AK,19.0
139,6/9/20,573,AK,10.0
140,6/10/20,593,AK,20.0
141,6/11/20,610,AK,17.0
142,6/12/20,625,AK,15.0
143,6/13/20,652,AK,27.0
144,6/14/20,661,AK,9.0
145,6/15/20,664,AK,3.0
146,6/16/20,676,AK,12.0
147,6/17/20,696,AK,20.0
148,6/18/20,708,AK,12.0
149,6/19/20,721,AK,13.0
150,6/20/20,742,AK,21.0
151,6/21/20,753,AK,11.0
152,6/22/20,759,AK,6.0
153,6/23/20,759,AK,0.0
154,6/24/20,759,AK,0.0
155,6/25/20,784,AK,25.0
156,6/26/20,835,AK,51.0
157,6/27/20,835,AK,0.0
158,6/28/20,876,AK,41.0
159,6/29/20,900,AK,24.0
160,6/30/20,932,AK,32.0
161,7/1/20,967,AK,35.0
162,7/2/20,967,AK,0.0
163,7/3/20,1044,AK,77.0
164,7/4/20,1088,AK,44.0
165,7/5/20,1115,AK,27.0
166,7/6/20,1166,AK,51.0
167,7/7/20,1184,AK,18.0
168,7/8/20,1226,AK,42.0
169,7/9/20,1269,AK,43.0
170,7/10/20,1319,AK,50.0
171,7/11/20,1378,AK,59.0
0,1/22/20,0,AL,0.0
1,1/23/20,0,AL,0.0
2,1/24/20,0,AL,0.0
3,1/25/20,0,AL,0.0
4,1/26/20,0,AL,0.0
5,1/27/20,0,AL,0.0
6,1/28/20,0,AL,0.0
7,1/29/20,0,AL,0.0
8,1/30/20,0,AL,0.0
9,1/31/20,0,AL,0.0
10,2/1/20,0,AL,0.0
11,2/2/20,0,AL,0.0
12,2/3/20,0,AL,0.0
13,2/4/20,0,AL,0.0
14,2/5/20,0,AL,0.0
15,2/6/20,0,AL,0.0
16,2/7/20,0,AL,0.0
17,2/8/20,0,AL,0.0
18,2/9/20,0,AL,0.0
19,2/10/20,0,AL,0.0
20,2/11/20,0,AL,0.0
21,2/12/20,0,AL,0.0
22,2/13/20,0,AL,0.0
23,2/14/20,0,AL,0.0
24,2/15/20,0,AL,0.0
25,2/16/20,0,AL,0.0
26,2/17/20,0,AL,0.0
27,2/18/20,0,AL,0.0
28,2/19/20,0,AL,0.0
29,2/20/20,0,AL,0.0
30,2/21/20,0,AL,0.0
31,2/22/20,0,AL,0.0
32,2/23/20,0,AL,0.0
33,2/24/20,0,AL,0.0
34,2/25/20,0,AL,0.0
35,2/26/20,0,AL,0.0
36,2/27/20,0,AL,0.0
37,2/28/20,0,AL,0.0
38,2/29/20,0,AL,0.0
39,3/1/20,0,AL,0.0
40,3/2/20,0,AL,0.0
41,3/3/20,0,AL,0.0
42,3/4/20,0,AL,0.0
43,3/5/20,0,AL,0.0
44,3/6/20,0,AL,0.0
45,3/7/20,0,AL,0.0
46,3/8/20,0,AL,0.0
47,3/9/20,0,AL,0.0
48,3/10/20,0,AL,0.0
49,3/11/20,0,AL,0.0
50,3/12/20,0,AL,0.0
51,3/13/20,5,AL,5.0
52,3/14/20,11,AL,6.0
53,3/15/20,22,AL,11.0
54,3/16/20,29,AL,7.0
55,3/17/20,39,AL,10.0
56,3/18/20,51,AL,12.0
57,3/19/20,78,AL,27.0
58,3/20/20,106,AL,28.0
59,3/21/20,131,AL,25.0
60,3/22/20,167,AL,36.0
61,3/23/20,196,AL,29.0
62,3/24/20,242,AL,46.0
63,3/25/20,386,AL,144.0
64,3/26/20,531,AL,145.0
65,3/27/20,639,AL,108.0
66,3/28/20,717,AL,78.0
67,3/29/20,825,AL,108.0
68,3/30/20,941,AL,116.0
69,3/31/20,997,AL,56.0
70,4/1/20,1106,AL,109.0
71,4/2/20,1270,AL,164.0
72,4/3/20,1534,AL,264.0
73,4/4/20,1632,AL,98.0
74,4/5/20,1840,AL,208.0
75,4/6/20,2003,AL,163.0
76,4/7/20,2197,AL,194.0
77,4/8/20,2497,AL,300.0
78,4/9/20,2838,AL,341.0
79,4/10/20,3007,AL,169.0
80,4/11/20,3262,AL,255.0
81,4/12/20,3581,AL,319.0
82,4/13/20,3801,AL,220.0
83,4/14/20,3951,AL,150.0
84,4/15/20,4237,AL,286.0
85,4/16/20,4400,AL,163.0
86,4/17/20,4515,AL,115.0
87,4/18/20,4719,AL,204.0
88,4/19/20,4897,AL,178.0
89,4/20/20,5074,AL,177.0
90,4/21/20,5317,AL,243.0
91,4/22/20,5598,AL,281.0
92,4/23/20,5825,AL,227.0
93,4/24/20,6026,AL,201.0
94,4/25/20,6213,AL,187.0
95,4/26/20,6417,AL,204.0
96,4/27/20,6537,AL,120.0
97,4/28/20,6744,AL,207.0
98,4/29/20,6916,AL,172.0
99,4/30/20,7063,AL,147.0
100,5/1/20,7294,AL,231.0
101,5/2/20,7611,AL,317.0
102,5/3/20,7885,AL,274.0
103,5/4/20,8110,AL,225.0
104,5/5/20,8436,AL,326.0
105,5/6/20,8691,AL,255.0
106,5/7/20,9046,AL,355.0
107,5/8/20,9384,AL,338.0
108,5/9/20,9668,AL,284.0
109,5/10/20,9889,AL,221.0
110,5/11/20,10164,AL,275.0
111,5/12/20,10468,AL,304.0
112,5/13/20,10699,AL,231.0
113,5/14/20,11094,AL,395.0
114,5/15/20,11387,AL,293.0
115,5/16/20,11671,AL,284.0
116,5/17/20,11768,AL,97.0
117,5/18/20,12078,AL,310.0
118,5/19/20,12374,AL,296.0
119,5/20/20,13049,AL,675.0
120,5/21/20,13410,AL,361.0
121,5/22/20,13670,AL,260.0
122,5/23/20,14152,AL,482.0
123,5/24/20,14507,AL,355.0
124,5/25/20,15194,AL,687.0
125,5/26/20,15648,AL,454.0
126,5/27/20,16029,AL,381.0
127,5/28/20,16553,AL,524.0
128,5/29/20,17031,AL,478.0
129,5/30/20,17358,AL,327.0
130,5/31/20,17849,AL,491.0
131,6/1/20,18246,AL,397.0
132,6/2/20,18427,AL,181.0
133,6/3/20,18553,AL,126.0
134,6/4/20,18766,AL,213.0
135,6/5/20,19073,AL,307.0
136,6/6/20,19709,AL,636.0
137,6/7/20,20166,AL,457.0
138,6/8/20,20590,AL,424.0
139,6/9/20,21071,AL,481.0
140,6/10/20,21626,AL,555.0
141,6/11/20,22474,AL,848.0
142,6/12/20,23333,AL,859.0
143,6/13/20,24220,AL,887.0
144,6/14/20,25235,AL,1015.0
145,6/15/20,26272,AL,1037.0
146,6/16/20,26912,AL,640.0
147,6/17/20,27312,AL,400.0
148,6/18/20,28206,AL,894.0
149,6/19/20,29002,AL,796.0
150,6/20/20,29549,AL,547.0
151,6/21/20,30021,AL,472.0
152,6/22/20,30453,AL,432.0
153,6/23/20,31097,AL,644.0
154,6/24/20,32064,AL,967.0
155,6/25/20,33206,AL,1142.0
156,6/26/20,34180,AL,974.0
157,6/27/20,35077,AL,897.0
158,6/28/20,35430,AL,353.0
159,6/29/20,37174,AL,1744.0
160,6/30/20,38045,AL,871.0
161,7/1/20,38962,AL,917.0
162,7/2/20,40111,AL,1149.0
163,7/3/20,41864,AL,1753.0
164,7/4/20,42862,AL,998.0
165,7/5/20,43951,AL,1089.0
166,7/6/20,44874,AL,923.0
167,7/7/20,45784,AL,910.0
168,7/8/20,46962,AL,1178.0
169,7/9/20,49173,AL,2211.0
170,7/10/20,50508,AL,1335.0
171,7/11/20,51947,AL,1439.0
0,1/22/20,0,AR,0.0
1,1/23/20,0,AR,0.0
2,1/24/20,0,AR,0.0
3,1/25/20,0,AR,0.0
4,1/26/20,0,AR,0.0
5,1/27/20,0,AR,0.0
6,1/28/20,0,AR,0.0
7,1/29/20,0,AR,0.0
8,1/30/20,0,AR,0.0
9,1/31/20,0,AR,0.0
10,2/1/20,0,AR,0.0
11,2/2/20,0,AR,0.0
12,2/3/20,0,AR,0.0
13,2/4/20,0,AR,0.0
14,2/5/20,0,AR,0.0
15,2/6/20,0,AR,0.0
16,2/7/20,0,AR,0.0
17,2/8/20,0,AR,0.0
18,2/9/20,0,AR,0.0
19,2/10/20,0,AR,0.0
20,2/11/20,0,AR,0.0
21,2/12/20,0,AR,0.0
22,2/13/20,0,AR,0.0
23,2/14/20,0,AR,0.0
24,2/15/20,0,AR,0.0
25,2/16/20,0,AR,0.0
26,2/17/20,0,AR,0.0
27,2/18/20,0,AR,0.0
28,2/19/20,0,AR,0.0
29,2/20/20,0,AR,0.0
30,2/21/20,0,AR,0.0
31,2/22/20,0,AR,0.0
32,2/23/20,0,AR,0.0
33,2/24/20,0,AR,0.0
34,2/25/20,0,AR,0.0
35,2/26/20,0,AR,0.0
36,2/27/20,0,AR,0.0
37,2/28/20,0,AR,0.0
38,2/29/20,0,AR,0.0
39,3/1/20,0,AR,0.0
40,3/2/20,0,AR,0.0
41,3/3/20,0,AR,0.0
42,3/4/20,0,AR,0.0
43,3/5/20,0,AR,0.0
44,3/6/20,0,AR,0.0
45,3/7/20,0,AR,0.0
46,3/8/20,0,AR,0.0
47,3/9/20,0,AR,0.0
48,3/10/20,0,AR,0.0
49,3/11/20,1,AR,1.0
50,3/12/20,5,AR,4.0
51,3/13/20,8,AR,3.0
52,3/14/20,12,AR,4.0
53,3/15/20,16,AR,4.0
54,3/16/20,22,AR,6.0
55,3/17/20,28,AR,6.0
56,3/18/20,37,AR,9.0
57,3/19/20,62,AR,25.0
58,3/20/20,100,AR,38.0
59,3/21/20,118,AR,18.0
60,3/22/20,159,AR,41.0
61,3/23/20,185,AR,26.0
62,3/24/20,221,AR,36.0
63,3/25/20,295,AR,74.0
64,3/26/20,327,AR,32.0
65,3/27/20,375,AR,48.0
66,3/28/20,402,AR,27.0
67,3/29/20,444,AR,42.0
68,3/30/20,503,AR,59.0
69,3/31/20,560,AR,57.0
70,4/1/20,621,AR,61.0
71,4/2/20,678,AR,57.0
72,4/3/20,732,AR,54.0
73,4/4/20,740,AR,8.0
74,4/5/20,853,AR,113.0
75,4/6/20,924,AR,71.0
76,4/7/20,991,AR,67.0
77,4/8/20,1075,AR,84.0
78,4/9/20,1145,AR,70.0
79,4/10/20,1201,AR,56.0
80,4/11/20,1226,AR,25.0
81,4/12/20,1274,AR,48.0
82,4/13/20,1471,AR,197.0
83,4/14/20,1495,AR,24.0
84,4/15/20,1593,AR,98.0
85,4/16/20,1615,AR,22.0
86,4/17/20,1690,AR,75.0
87,4/18/20,1776,AR,86.0
88,4/19/20,1779,AR,3.0
89,4/20/20,1969,AR,190.0
90,4/21/20,2260,AR,291.0
91,4/22/20,2391,AR,131.0
92,4/23/20,2598,AR,207.0
93,4/24/20,2807,AR,209.0
94,4/25/20,2907,AR,100.0
95,4/26/20,2998,AR,91.0
96,4/27/20,3064,AR,66.0
97,4/28/20,3122,AR,58.0
98,4/29/20,3201,AR,79.0
99,4/30/20,3269,AR,68.0
100,5/1/20,3304,AR,35.0
101,5/2/20,3358,AR,54.0
102,5/3/20,3417,AR,59.0
103,5/4/20,3461,AR,44.0
104,5/5/20,3522,AR,61.0
105,5/6/20,3607,AR,85.0
106,5/7/20,3692,AR,85.0
107,5/8/20,3745,AR,53.0
108,5/9/20,3745,AR,0.0
109,5/10/20,4007,AR,262.0
110,5/11/20,4038,AR,31.0
111,5/12/20,4161,AR,123.0
112,5/13/20,4235,AR,74.0
113,5/14/20,4365,AR,130.0
114,5/15/20,4462,AR,97.0
115,5/16/20,4576,AR,114.0
116,5/17/20,4758,AR,182.0
117,5/18/20,4812,AR,54.0
118,5/19/20,4922,AR,110.0
119,5/20/20,5002,AR,80.0
120,5/21/20,5456,AR,454.0
121,5/22/20,5610,AR,154.0
122,5/23/20,5772,AR,162.0
123,5/24/20,5920,AR,148.0
124,5/25/20,6028,AR,108.0
125,5/26/20,6177,AR,149.0
126,5/27/20,6277,AR,100.0
127,5/28/20,6531,AR,254.0
128,5/29/20,6776,AR,245.0
129,5/30/20,7010,AR,234.0
130,5/31/20,7252,AR,242.0
131,6/1/20,7442,AR,190.0
132,6/2/20,7815,AR,373.0
133,6/3/20,8062,AR,247.0
134,6/4/20,8422,AR,360.0
135,6/5/20,8651,AR,229.0
136,6/6/20,9101,AR,450.0
137,6/7/20,9424,AR,323.0
138,6/8/20,9736,AR,312.0
139,6/9/20,10076,AR,340.0
140,6/10/20,10366,AR,290.0
141,6/11/20,10814,AR,448.0
142,6/12/20,11546,AR,732.0
143,6/13/20,12094,AR,548.0
144,6/14/20,12499,AR,405.0
145,6/15/20,12917,AR,418.0
146,6/16/20,13190,AR,273.0
147,6/17/20,13606,AR,416.0
148,6/18/20,13927,AR,321.0
149,6/19/20,14626,AR,699.0
150,6/20/20,15137,AR,511.0
151,6/21/20,15561,AR,424.0
152,6/22/20,16082,AR,521.0
153,6/23/20,16677,AR,595.0
154,6/24/20,17372,AR,695.0
155,6/25/20,18057,AR,685.0
156,6/26/20,18739,AR,682.0
157,6/27/20,19307,AR,568.0
158,6/28/20,19813,AR,506.0
159,6/29/20,20251,AR,438.0
160,6/30/20,20774,AR,523.0
161,7/1/20,21197,AR,423.0
162,7/2/20,22074,AR,877.0
163,7/3/20,22617,AR,543.0
164,7/4/20,23202,AR,585.0
165,7/5/20,23809,AR,607.0
166,7/6/20,24246,AR,437.0
167,7/7/20,24508,AR,262.0
168,7/8/20,25245,AR,737.0
169,7/9/20,26049,AR,804.0
170,7/10/20,26802,AR,753.0
171,7/11/20,27864,AR,1062.0
0,1/22/20,0,AZ,0.0
1,1/23/20,0,AZ,0.0
2,1/24/20,0,AZ,0.0
3,1/25/20,0,AZ,0.0
4,1/26/20,1,AZ,1.0
5,1/27/20,1,AZ,0.0
6,1/28/20,1,AZ,0.0
7,1/29/20,1,AZ,0.0
8,1/30/20,1,AZ,0.0
9,1/31/20,1,AZ,0.0
10,2/1/20,1,AZ,0.0
11,2/2/20,1,AZ,0.0
12,2/3/20,1,AZ,0.0
13,2/4/20,1,AZ,0.0
14,2/5/20,1,AZ,0.0
15,2/6/20,1,AZ,0.0
16,2/7/20,1,AZ,0.0
17,2/8/20,1,AZ,0.0
18,2/9/20,1,AZ,0.0
19,2/10/20,1,AZ,0.0
20,2/11/20,1,AZ,0.0
21,2/12/20,1,AZ,0.0
22,2/13/20,1,AZ,0.0
23,2/14/20,1,AZ,0.0
24,2/15/20,1,AZ,0.0
25,2/16/20,1,AZ,0.0
26,2/17/20,1,AZ,0.0
27,2/18/20,1,AZ,0.0
28,2/19/20,1,AZ,0.0
29,2/20/20,1,AZ,0.0
30,2/21/20,1,AZ,0.0
31,2/22/20,1,AZ,0.0
32,2/23/20,1,AZ,0.0
33,2/24/20,1,AZ,0.0
34,2/25/20,1,AZ,0.0
35,2/26/20,1,AZ,0.0
36,2/27/20,1,AZ,0.0
37,2/28/20,1,AZ,0.0
38,2/29/20,1,AZ,0.0
39,3/1/20,1,AZ,0.0
40,3/2/20,1,AZ,0.0
41,3/3/20,1,AZ,0.0
42,3/4/20,1,AZ,0.0
43,3/5/20,1,AZ,0.0
44,3/6/20,2,AZ,1.0
45,3/7/20,4,AZ,2.0
46,3/8/20,4,AZ,0.0
47,3/9/20,6,AZ,2.0
48,3/10/20,6,AZ,0.0
49,3/11/20,10,AZ,4.0
50,3/12/20,10,AZ,0.0
51,3/13/20,10,AZ,0.0
52,3/14/20,12,AZ,2.0
53,3/15/20,12,AZ,0.0
54,3/16/20,18,AZ,6.0
55,3/17/20,20,AZ,2.0
56,3/18/20,27,AZ,7.0
57,3/19/20,44,AZ,17.0
58,3/20/20,63,AZ,19.0
59,3/21/20,103,AZ,40.0
60,3/22/20,152,AZ,49.0
61,3/23/20,234,AZ,82.0
62,3/24/20,326,AZ,92.0
63,3/25/20,401,AZ,75.0
64,3/26/20,508,AZ,107.0
65,3/27/20,663,AZ,155.0
66,3/28/20,773,AZ,110.0
67,3/29/20,919,AZ,146.0
68,3/30/20,1154,AZ,235.0
69,3/31/20,1289,AZ,135.0
70,4/1/20,1414,AZ,125.0
71,4/2/20,1596,AZ,182.0
72,4/3/20,1769,AZ,173.0
73,4/4/20,2018,AZ,249.0
74,4/5/20,2269,AZ,251.0
75,4/6/20,2456,AZ,187.0
76,4/7/20,2575,AZ,119.0
77,4/8/20,2726,AZ,151.0
78,4/9/20,3018,AZ,292.0
79,4/10/20,3111,AZ,93.0
80,4/11/20,3393,AZ,282.0
81,4/12/20,3539,AZ,146.0
82,4/13/20,3701,AZ,162.0
83,4/14/20,3798,AZ,97.0
84,4/15/20,3962,AZ,164.0
85,4/16/20,4234,AZ,272.0
86,4/17/20,4507,AZ,273.0
87,4/18/20,4718,AZ,211.0
88,4/19/20,4928,AZ,210.0
89,4/20/20,5064,AZ,136.0
90,4/21/20,5251,AZ,187.0
91,4/22/20,5459,AZ,208.0
92,4/23/20,5768,AZ,309.0
93,4/24/20,6043,AZ,275.0
94,4/25/20,6280,AZ,237.0
95,4/26/20,6526,AZ,246.0
96,4/27/20,6716,AZ,190.0
97,4/28/20,6948,AZ,232.0
98,4/29/20,7202,AZ,254.0
99,4/30/20,7648,AZ,446.0
100,5/1/20,7961,AZ,313.0
101,5/2/20,8364,AZ,403.0
102,5/3/20,8640,AZ,276.0
103,5/4/20,8919,AZ,279.0
104,5/5/20,9304,AZ,385.0
105,5/6/20,9706,AZ,402.0
106,5/7/20,9944,AZ,238.0
107,5/8/20,10526,AZ,582.0
108,5/9/20,10960,AZ,434.0
109,5/10/20,11118,AZ,158.0
110,5/11/20,11379,AZ,261.0
111,5/12/20,11735,AZ,356.0
112,5/13/20,12175,AZ,440.0
113,5/14/20,12673,AZ,498.0
114,5/15/20,13168,AZ,495.0
115,5/16/20,13631,AZ,463.0
116,5/17/20,13937,AZ,306.0
117,5/18/20,14170,AZ,233.0
118,5/19/20,14566,AZ,396.0
119,5/20/20,14897,AZ,331.0
120,5/21/20,15315,AZ,418.0
121,5/22/20,15607,AZ,292.0
122,5/23/20,16039,AZ,432.0
123,5/24/20,16339,AZ,300.0
124,5/25/20,16560,AZ,221.0
125,5/26/20,16782,AZ,222.0
126,5/27/20,17261,AZ,479.0
127,5/28/20,17763,AZ,502.0
128,5/29/20,18465,AZ,702.0
129,5/30/20,19255,AZ,790.0
130,5/31/20,20119,AZ,864.0
131,6/1/20,20123,AZ,4.0
132,6/2/20,21249,AZ,1126.0
133,6/3/20,22220,AZ,971.0
134,6/4/20,22753,AZ,533.0
135,6/5/20,24331,AZ,1578.0
136,6/6/20,25451,AZ,1120.0
137,6/7/20,26889,AZ,1438.0
138,6/8/20,27677,AZ,788.0
139,6/9/20,28296,AZ,619.0
140,6/10/20,29852,AZ,1556.0
141,6/11/20,31263,AZ,1411.0
142,6/12/20,32918,AZ,1655.0
143,6/13/20,34458,AZ,1540.0
144,6/14/20,35691,AZ,1233.0
145,6/15/20,36705,AZ,1014.0
146,6/16/20,39097,AZ,2392.0
147,6/17/20,40924,AZ,1827.0
148,6/18/20,43443,AZ,2519.0
149,6/19/20,46688,AZ,3245.0
150,6/20/20,49798,AZ,3110.0
151,6/21/20,52390,AZ,2592.0
152,6/22/20,54586,AZ,2196.0
153,6/23/20,58353,AZ,3767.0
154,6/24/20,59973,AZ,1620.0
155,6/25/20,63030,AZ,3057.0
156,6/26/20,66458,AZ,3428.0
157,6/27/20,70051,AZ,3593.0
158,6/28/20,73908,AZ,3857.0
159,6/29/20,74533,AZ,625.0
160,6/30/20,79205,AZ,4672.0
161,7/1/20,84092,AZ,4887.0
162,7/2/20,87424,AZ,3332.0
163,7/3/20,91857,AZ,4433.0
164,7/4/20,94553,AZ,2696.0
165,7/5/20,98084,AZ,3531.0
166,7/6/20,101441,AZ,3357.0
167,7/7/20,105094,AZ,3653.0
168,7/8/20,108614,AZ,3520.0
169,7/9/20,112671,AZ,4057.0
170,7/10/20,116892,AZ,4221.0
171,7/11/20,119930,AZ,3038.0
0,1/22/20,0,CA,0.0
1,1/23/20,0,CA,0.0
2,1/24/20,0,CA,0.0
3,1/25/20,0,CA,0.0
4,1/26/20,2,CA,2.0
5,1/27/20,3,CA,1.0
6,1/28/20,3,CA,0.0
7,1/29/20,4,CA,1.0
8,1/30/20,4,CA,0.0
9,1/31/20,4,CA,0.0
10,2/1/20,4,CA,0.0
11,2/2/20,4,CA,0.0
12,2/3/20,6,CA,2.0
13,2/4/20,6,CA,0.0
14,2/5/20,6,CA,0.0
15,2/6/20,6,CA,0.0
16,2/7/20,6,CA,0.0
17,2/8/20,6,CA,0.0
18,2/9/20,6,CA,0.0
19,2/10/20,6,CA,0.0
20,2/11/20,7,CA,1.0
21,2/12/20,7,CA,0.0
22,2/13/20,8,CA,1.0
23,2/14/20,8,CA,0.0
24,2/15/20,8,CA,0.0
25,2/16/20,8,CA,0.0
26,2/17/20,8,CA,0.0
27,2/18/20,9,CA,1.0
28,2/19/20,9,CA,0.0
29,2/20/20,9,CA,0.0
30,2/21/20,12,CA,3.0
31,2/22/20,12,CA,0.0
32,2/23/20,12,CA,0.0
33,2/24/20,13,CA,1.0
34,2/25/20,13,CA,0.0
35,2/26/20,15,CA,2.0
36,2/27/20,16,CA,1.0
37,2/28/20,18,CA,2.0
38,2/29/20,22,CA,4.0
39,3/1/20,22,CA,0.0
40,3/2/20,30,CA,8.0
41,3/3/20,34,CA,4.0
42,3/4/20,48,CA,14.0
43,3/5/20,62,CA,14.0
44,3/6/20,79,CA,17.0
45,3/7/20,119,CA,40.0
46,3/8/20,131,CA,12.0
47,3/9/20,194,CA,63.0
48,3/10/20,221,CA,27.0
49,3/11/20,278,CA,57.0
50,3/12/20,304,CA,26.0
51,3/13/20,406,CA,102.0
52,3/14/20,504,CA,98.0
53,3/15/20,621,CA,117.0
54,3/16/20,740,CA,119.0
55,3/17/20,923,CA,183.0
56,3/18/20,1107,CA,184.0
57,3/19/20,1318,CA,211.0
58,3/20/20,1597,CA,279.0
59,3/21/20,1804,CA,207.0
60,3/22/20,2105,CA,301.0
61,3/23/20,2587,CA,482.0
62,3/24/20,2990,CA,403.0
63,3/25/20,3518,CA,528.0
64,3/26/20,4368,CA,850.0
65,3/27/20,5226,CA,858.0
66,3/28/20,6058,CA,832.0
67,3/29/20,6707,CA,649.0
68,3/30/20,7643,CA,936.0
69,3/31/20,8815,CA,1172.0
70,4/1/20,10172,CA,1357.0
71,4/2/20,11397,CA,1225.0
72,4/3/20,12755,CA,1358.0
73,4/4/20,14055,CA,1300.0
74,4/5/20,15356,CA,1301.0
75,4/6/20,16545,CA,1189.0
76,4/7/20,17706,CA,1161.0
77,4/8/20,19191,CA,1485.0
78,4/9/20,20336,CA,1145.0
79,4/10/20,21566,CA,1230.0
80,4/11/20,22562,CA,996.0
81,4/12/20,23433,CA,871.0
82,4/13/20,24437,CA,1004.0
83,4/14/20,25859,CA,1422.0
84,4/15/20,27097,CA,1238.0
85,4/16/20,28126,CA,1029.0
86,4/17/20,29420,CA,1294.0
87,4/18/20,30829,CA,1409.0
88,4/19/20,31591,CA,762.0
89,4/20/20,33869,CA,2278.0
90,4/21/20,35814,CA,1945.0
91,4/22/20,37688,CA,1874.0
92,4/23/20,39556,CA,1868.0
93,4/24/20,41317,CA,1761.0
94,4/25/20,42565,CA,1248.0
95,4/26/20,43673,CA,1108.0
96,4/27/20,45172,CA,1499.0
