,Date,Cases_Sum,State,Cases_Day
144,6/14/20,728,HI,5.0
145,6/15/20,736,HI,8.0
146,6/16/20,740,HI,4.0
147,6/17/20,744,HI,4.0
148,6/18/20,762,HI,18.0
149,6/19/20,789,HI,27.0
150,6/20/20,803,HI,14.0
151,6/21/20,814,HI,11.0
152,6/22/20,816,HI,2.0
153,6/23/20,819,HI,3.0
154,6/24/20,835,HI,16.0
155,6/25/20,850,HI,15.0
156,6/26/20,866,HI,16.0
157,6/27/20,872,HI,6.0
158,6/28/20,898,HI,26.0
159,6/29/20,900,HI,2.0
160,6/30/20,917,HI,17.0
161,7/1/20,909,HI,-8.0
162,7/2/20,929,HI,20.0
163,7/3/20,974,HI,45.0
164,7/4/20,981,HI,7.0
165,7/5/20,1005,HI,24.0
166,7/6/20,1030,HI,25.0
167,7/7/20,1053,HI,23.0
168,7/8/20,1094,HI,41.0
169,7/9/20,1130,HI,36.0
170,7/10/20,1158,HI,28.0
171,7/11/20,1200,HI,42.0
0,1/22/20,0,IA,0.0
1,1/23/20,0,IA,0.0
2,1/24/20,0,IA,0.0
3,1/25/20,0,IA,0.0
4,1/26/20,0,IA,0.0
5,1/27/20,0,IA,0.0
6,1/28/20,0,IA,0.0
7,1/29/20,0,IA,0.0
8,1/30/20,0,IA,0.0
9,1/31/20,0,IA,0.0
10,2/1/20,0,IA,0.0
11,2/2/20,0,IA,0.0
12,2/3/20,0,IA,0.0
13,2/4/20,0,IA,0.0
14,2/5/20,0,IA,0.0
15,2/6/20,0,IA,0.0
16,2/7/20,0,IA,0.0
17,2/8/20,0,IA,0.0
18,2/9/20,0,IA,0.0
19,2/10/20,0,IA,0.0
20,2/11/20,0,IA,0.0
21,2/12/20,0,IA,0.0
22,2/13/20,0,IA,0.0
23,2/14/20,0,IA,0.0
24,2/15/20,0,IA,0.0
25,2/16/20,0,IA,0.0
26,2/17/20,0,IA,0.0
27,2/18/20,0,IA,0.0
28,2/19/20,0,IA,0.0
29,2/20/20,0,IA,0.0
30,2/21/20,0,IA,0.0
31,2/22/20,0,IA,0.0
32,2/23/20,0,IA,0.0
33,2/24/20,0,IA,0.0
34,2/25/20,0,IA,0.0
35,2/26/20,0,IA,0.0
36,2/27/20,0,IA,0.0
37,2/28/20,0,IA,0.0
38,2/29/20,0,IA,0.0
39,3/1/20,0,IA,0.0
40,3/2/20,0,IA,0.0
41,3/3/20,0,IA,0.0
42,3/4/20,0,IA,0.0
43,3/5/20,0,IA,0.0
44,3/6/20,0,IA,0.0
45,3/7/20,0,IA,0.0
46,3/8/20,0,IA,0.0
47,3/9/20,8,IA,8.0
48,3/10/20,14,IA,6.0
49,3/11/20,14,IA,0.0
50,3/12/20,16,IA,2.0
51,3/13/20,17,IA,1.0
52,3/14/20,18,IA,1.0
53,3/15/20,18,IA,0.0
54,3/16/20,23,IA,5.0
55,3/17/20,29,IA,6.0
56,3/18/20,38,IA,9.0
57,3/19/20,44,IA,6.0
58,3/20/20,44,IA,0.0
59,3/21/20,68,IA,24.0
60,3/22/20,90,IA,22.0
61,3/23/20,104,IA,14.0
62,3/24/20,122,IA,18.0
63,3/25/20,145,IA,23.0
64,3/26/20,179,IA,34.0
65,3/27/20,234,IA,55.0
66,3/28/20,298,IA,64.0
67,3/29/20,336,IA,38.0
68,3/30/20,424,IA,88.0
69,3/31/20,496,IA,72.0
70,4/1/20,548,IA,52.0
71,4/2/20,614,IA,66.0
72,4/3/20,699,IA,85.0
73,4/4/20,785,IA,86.0
74,4/5/20,868,IA,83.0
75,4/6/20,945,IA,77.0
76,4/7/20,1048,IA,103.0
77,4/8/20,1145,IA,97.0
78,4/9/20,1270,IA,125.0
79,4/10/20,1388,IA,118.0
80,4/11/20,1509,IA,121.0
81,4/12/20,1585,IA,76.0
82,4/13/20,1709,IA,124.0
83,4/14/20,1896,IA,187.0
84,4/15/20,1994,IA,98.0
85,4/16/20,2141,IA,147.0
86,4/17/20,2332,IA,191.0
87,4/18/20,2508,IA,176.0
88,4/19/20,2900,IA,392.0
89,4/20/20,3153,IA,253.0
90,4/21/20,3634,IA,481.0
91,4/22/20,3744,IA,110.0
92,4/23/20,3921,IA,177.0
93,4/24/20,4442,IA,521.0
94,4/25/20,5087,IA,645.0
95,4/26/20,5460,IA,373.0
96,4/27/20,5856,IA,396.0
97,4/28/20,6375,IA,519.0
98,4/29/20,6841,IA,466.0
99,4/30/20,7142,IA,301.0
100,5/1/20,7877,IA,735.0
101,5/2/20,8633,IA,756.0
102,5/3/20,9168,IA,535.0
103,5/4/20,9701,IA,533.0
104,5/5/20,10202,IA,501.0
105,5/6/20,10401,IA,199.0
106,5/7/20,11052,IA,651.0
107,5/8/20,11447,IA,395.0
108,5/9/20,11666,IA,219.0
109,5/10/20,11958,IA,292.0
110,5/11/20,12363,IA,405.0
111,5/12/20,12899,IA,536.0
112,5/13/20,13277,IA,378.0
113,5/14/20,13658,IA,381.0
114,5/15/20,14038,IA,380.0
115,5/16/20,14321,IA,283.0
116,5/17/20,14643,IA,322.0
117,5/18/20,14948,IA,305.0
118,5/19/20,15291,IA,343.0
119,5/20/20,15525,IA,234.0
120,5/21/20,15949,IA,424.0
121,5/22/20,16405,IA,456.0
122,5/23/20,16792,IA,387.0
123,5/24/20,17208,IA,416.0
124,5/25/20,17544,IA,336.0
125,5/26/20,17652,IA,108.0
126,5/27/20,18253,IA,601.0
127,5/28/20,18498,IA,245.0
128,5/29/20,18791,IA,293.0
129,5/30/20,19135,IA,344.0
130,5/31/20,19481,IA,346.0
131,6/1/20,19682,IA,201.0
132,6/2/20,19947,IA,265.0
133,6/3/20,20010,IA,63.0
134,6/4/20,20699,IA,689.0
135,6/5/20,21086,IA,387.0
136,6/6/20,21427,IA,341.0
137,6/7/20,21600,IA,173.0
138,6/8/20,21907,IA,307.0
139,6/9/20,22170,IA,263.0
140,6/10/20,22502,IA,332.0
141,6/11/20,22775,IA,273.0
142,6/12/20,23161,IA,386.0
143,6/13/20,23552,IA,391.0
144,6/14/20,23897,IA,345.0
145,6/15/20,24038,IA,141.0
146,6/16/20,24158,IA,120.0
147,6/17/20,24375,IA,217.0
148,6/18/20,24734,IA,359.0
149,6/19/20,25158,IA,424.0
150,6/20/20,25421,IA,263.0
151,6/21/20,25884,IA,463.0
152,6/22/20,26041,IA,157.0
153,6/23/20,26336,IA,295.0
154,6/24/20,26596,IA,260.0
155,6/25/20,27051,IA,455.0
156,6/26/20,27548,IA,497.0
157,6/27/20,27930,IA,382.0
158,6/28/20,28424,IA,494.0
159,6/29/20,28723,IA,299.0
160,6/30/20,28941,IA,218.0
161,7/1/20,29290,IA,349.0
162,7/2/20,29965,IA,675.0
163,7/3/20,30354,IA,389.0
164,7/4/20,30922,IA,568.0
165,7/5/20,31243,IA,321.0
166,7/6/20,31644,IA,401.0
167,7/7/20,31923,IA,279.0
168,7/8/20,32387,IA,464.0
169,7/9/20,33118,IA,731.0
170,7/10/20,34010,IA,892.0
171,7/11/20,34528,IA,518.0
0,1/22/20,0,ID,0.0
1,1/23/20,0,ID,0.0
2,1/24/20,0,ID,0.0
3,1/25/20,0,ID,0.0
4,1/26/20,0,ID,0.0
5,1/27/20,0,ID,0.0
6,1/28/20,0,ID,0.0
7,1/29/20,0,ID,0.0
8,1/30/20,0,ID,0.0
9,1/31/20,0,ID,0.0
10,2/1/20,0,ID,0.0
11,2/2/20,0,ID,0.0
12,2/3/20,0,ID,0.0
13,2/4/20,0,ID,0.0
14,2/5/20,0,ID,0.0
15,2/6/20,0,ID,0.0
16,2/7/20,0,ID,0.0
17,2/8/20,0,ID,0.0
18,2/9/20,0,ID,0.0
19,2/10/20,0,ID,0.0
20,2/11/20,0,ID,0.0
21,2/12/20,0,ID,0.0
22,2/13/20,0,ID,0.0
23,2/14/20,0,ID,0.0
24,2/15/20,0,ID,0.0
25,2/16/20,0,ID,0.0
26,2/17/20,0,ID,0.0
27,2/18/20,0,ID,0.0
28,2/19/20,0,ID,0.0
29,2/20/20,0,ID,0.0
30,2/21/20,0,ID,0.0
31,2/22/20,0,ID,0.0
32,2/23/20,0,ID,0.0
33,2/24/20,0,ID,0.0
34,2/25/20,0,ID,0.0
35,2/26/20,0,ID,0.0
36,2/27/20,0,ID,0.0
37,2/28/20,0,ID,0.0
38,2/29/20,0,ID,0.0
39,3/1/20,0,ID,0.0
40,3/2/20,0,ID,0.0
41,3/3/20,0,ID,0.0
42,3/4/20,0,ID,0.0
43,3/5/20,0,ID,0.0
44,3/6/20,0,ID,0.0
45,3/7/20,0,ID,0.0
46,3/8/20,0,ID,0.0
47,3/9/20,0,ID,0.0
48,3/10/20,0,ID,0.0
49,3/11/20,0,ID,0.0
50,3/12/20,0,ID,0.0
51,3/13/20,0,ID,0.0
52,3/14/20,4,ID,4.0
53,3/15/20,4,ID,0.0
54,3/16/20,4,ID,0.0
55,3/17/20,7,ID,3.0
56,3/18/20,11,ID,4.0
57,3/19/20,23,ID,12.0
58,3/20/20,31,ID,8.0
59,3/21/20,41,ID,10.0
60,3/22/20,45,ID,4.0
61,3/23/20,50,ID,5.0
62,3/24/20,73,ID,23.0
63,3/25/20,122,ID,49.0
64,3/26/20,189,ID,67.0
65,3/27/20,233,ID,44.0
66,3/28/20,265,ID,32.0
67,3/29/20,314,ID,49.0
68,3/30/20,415,ID,101.0
69,3/31/20,525,ID,110.0
70,4/1/20,668,ID,143.0
71,4/2/20,889,ID,221.0
72,4/3/20,1011,ID,122.0
73,4/4/20,1076,ID,65.0
74,4/5/20,1100,ID,24.0
75,4/6/20,1169,ID,69.0
76,4/7/20,1210,ID,41.0
77,4/8/20,1232,ID,22.0
78,4/9/20,1353,ID,121.0
79,4/10/20,1396,ID,43.0
80,4/11/20,1407,ID,11.0
81,4/12/20,1425,ID,18.0
82,4/13/20,1453,ID,28.0
83,4/14/20,1464,ID,11.0
84,4/15/20,1587,ID,123.0
85,4/16/20,1609,ID,22.0
86,4/17/20,1655,ID,46.0
87,4/18/20,1668,ID,13.0
88,4/19/20,1672,ID,4.0
89,4/20/20,1736,ID,64.0
90,4/21/20,1766,ID,30.0
91,4/22/20,1800,ID,34.0
92,4/23/20,1831,ID,31.0
93,4/24/20,1864,ID,33.0
94,4/25/20,1885,ID,21.0
95,4/26/20,1893,ID,8.0
96,4/27/20,1917,ID,24.0
97,4/28/20,1951,ID,34.0
98,4/29/20,1982,ID,31.0
99,4/30/20,2013,ID,31.0
100,5/1/20,2034,ID,21.0
101,5/2/20,2061,ID,27.0
102,5/3/20,2061,ID,0.0
103,5/4/20,2106,ID,45.0
104,5/5/20,2127,ID,21.0
105,5/6/20,2158,ID,31.0
106,5/7/20,2178,ID,20.0
107,5/8/20,2205,ID,27.0
108,5/9/20,2230,ID,25.0
109,5/10/20,2230,ID,0.0
110,5/11/20,2260,ID,30.0
111,5/12/20,2293,ID,33.0
112,5/13/20,2324,ID,31.0
113,5/14/20,2351,ID,27.0
114,5/15/20,2388,ID,37.0
115,5/16/20,2417,ID,29.0
116,5/17/20,2417,ID,0.0
117,5/18/20,2453,ID,36.0
118,5/19/20,2476,ID,23.0
119,5/20/20,2505,ID,29.0
120,5/21/20,2533,ID,28.0
121,5/22/20,2595,ID,62.0
122,5/23/20,2626,ID,31.0
123,5/24/20,2626,ID,0.0
124,5/25/20,2626,ID,0.0
125,5/26/20,2698,ID,72.0
126,5/27/20,2730,ID,32.0
127,5/28/20,2767,ID,37.0
128,5/29/20,2767,ID,0.0
129,5/30/20,2838,ID,71.0
130,5/31/20,2839,ID,1.0
131,6/1/20,2905,ID,66.0
132,6/2/20,2932,ID,27.0
133,6/3/20,2989,ID,57.0
134,6/4/20,3053,ID,64.0
135,6/5/20,3111,ID,58.0
136,6/6/20,3138,ID,27.0
137,6/7/20,3138,ID,0.0
138,6/8/20,3188,ID,50.0
139,6/9/20,3220,ID,32.0
140,6/10/20,3259,ID,39.0
141,6/11/20,3301,ID,42.0
142,6/12/20,3351,ID,50.0
143,6/13/20,3397,ID,46.0
144,6/14/20,3397,ID,0.0
145,6/15/20,3461,ID,64.0
146,6/16/20,3540,ID,79.0
147,6/17/20,3632,ID,92.0
148,6/18/20,3743,ID,111.0
149,6/19/20,3871,ID,128.0
150,6/20/20,4003,ID,132.0
151,6/21/20,4003,ID,0.0
152,6/22/20,4253,ID,250.0
153,6/23/20,4399,ID,146.0
154,6/24/20,4643,ID,244.0
155,6/25/20,4864,ID,221.0
156,6/26/20,5144,ID,280.0
157,6/27/20,5318,ID,174.0
158,6/28/20,5318,ID,0.0
159,6/29/20,5750,ID,432.0
160,6/30/20,6116,ID,366.0
161,7/1/20,6370,ID,254.0
162,7/2/20,6592,ID,222.0
163,7/3/20,6994,ID,402.0
164,7/4/20,7370,ID,376.0
165,7/5/20,7733,ID,363.0
166,7/6/20,8051,ID,318.0
167,7/7/20,8538,ID,487.0
168,7/8/20,8968,ID,430.0
169,7/9/20,9428,ID,460.0
170,7/10/20,9928,ID,500.0
171,7/11/20,10505,ID,577.0
0,1/22/20,0,IL,0.0
1,1/23/20,0,IL,0.0
2,1/24/20,1,IL,1.0
3,1/25/20,1,IL,0.0
4,1/26/20,1,IL,0.0
5,1/27/20,1,IL,0.0
6,1/28/20,1,IL,0.0
7,1/29/20,1,IL,0.0
8,1/30/20,1,IL,0.0
9,1/31/20,2,IL,1.0
10,2/1/20,2,IL,0.0
11,2/2/20,2,IL,0.0
12,2/3/20,2,IL,0.0
13,2/4/20,2,IL,0.0
14,2/5/20,2,IL,0.0
15,2/6/20,2,IL,0.0
16,2/7/20,2,IL,0.0
17,2/8/20,2,IL,0.0
18,2/9/20,2,IL,0.0
19,2/10/20,2,IL,0.0
20,2/11/20,2,IL,0.0
21,2/12/20,2,IL,0.0
22,2/13/20,2,IL,0.0
23,2/14/20,2,IL,0.0
24,2/15/20,2,IL,0.0
25,2/16/20,2,IL,0.0
26,2/17/20,2,IL,0.0
27,2/18/20,2,IL,0.0
28,2/19/20,2,IL,0.0
29,2/20/20,2,IL,0.0
30,2/21/20,2,IL,0.0
31,2/22/20,2,IL,0.0
32,2/23/20,2,IL,0.0
33,2/24/20,2,IL,0.0
34,2/25/20,2,IL,0.0
35,2/26/20,2,IL,0.0
36,2/27/20,2,IL,0.0
37,2/28/20,2,IL,0.0
38,2/29/20,2,IL,0.0
39,3/1/20,3,IL,1.0
40,3/2/20,4,IL,1.0
41,3/3/20,4,IL,0.0
42,3/4/20,4,IL,0.0
43,3/5/20,5,IL,1.0
44,3/6/20,5,IL,0.0
45,3/7/20,6,IL,1.0
46,3/8/20,7,IL,1.0
47,3/9/20,13,IL,6.0
48,3/10/20,19,IL,6.0
49,3/11/20,24,IL,5.0
50,3/12/20,32,IL,8.0
51,3/13/20,46,IL,14.0
52,3/14/20,63,IL,17.0
53,3/15/20,92,IL,29.0
54,3/16/20,104,IL,12.0
55,3/17/20,159,IL,55.0
56,3/18/20,287,IL,128.0
57,3/19/20,421,IL,134.0
58,3/20/20,584,IL,163.0
59,3/21/20,752,IL,168.0
60,3/22/20,1049,IL,297.0
61,3/23/20,1285,IL,236.0
62,3/24/20,1536,IL,251.0
63,3/25/20,1864,IL,328.0
64,3/26/20,2540,IL,676.0
65,3/27/20,3027,IL,487.0
66,3/28/20,3491,IL,464.0
67,3/29/20,4596,IL,1105.0
68,3/30/20,5057,IL,461.0
69,3/31/20,5993,IL,936.0
70,4/1/20,6972,IL,979.0
71,4/2/20,7678,IL,706.0
72,4/3/20,8871,IL,1193.0
73,4/4/20,10357,IL,1486.0
74,4/5/20,11253,IL,896.0
75,4/6/20,12258,IL,1005.0
76,4/7/20,13547,IL,1289.0
77,4/8/20,15084,IL,1537.0
78,4/9/20,16420,IL,1336.0
79,4/10/20,17883,IL,1463.0
80,4/11/20,19177,IL,1294.0
81,4/12/20,20850,IL,1673.0
82,4/13/20,22021,IL,1171.0
83,4/14/20,23243,IL,1222.0
84,4/15/20,24592,IL,1349.0
85,4/16/20,25729,IL,1137.0
86,4/17/20,27573,IL,1844.0
87,4/18/20,29134,IL,1561.0
88,4/19/20,30345,IL,1211.0
89,4/20/20,31503,IL,1158.0
90,4/21/20,33053,IL,1550.0
91,4/22/20,35107,IL,2054.0
92,4/23/20,36932,IL,1825.0
93,4/24/20,39650,IL,2718.0
94,4/25/20,41773,IL,2123.0
95,4/26/20,43895,IL,2122.0
96,4/27/20,45878,IL,1983.0
97,4/28/20,48097,IL,2219.0
98,4/29/20,50349,IL,2252.0
99,4/30/20,52908,IL,2559.0
100,5/1/20,56049,IL,3141.0
101,5/2/20,58500,IL,2451.0
102,5/3/20,61485,IL,2985.0
103,5/4/20,63830,IL,2345.0
104,5/5/20,65958,IL,2128.0
105,5/6/20,68228,IL,2270.0
106,5/7/20,70869,IL,2641.0
107,5/8/20,73756,IL,2887.0
108,5/9/20,76081,IL,2325.0
109,5/10/20,77733,IL,1652.0
110,5/11/20,79002,IL,1269.0
111,5/12/20,83016,IL,4014.0
112,5/13/20,84686,IL,1670.0
113,5/14/20,87929,IL,3243.0
114,5/15/20,90359,IL,2430.0
115,5/16/20,92447,IL,2088.0
116,5/17/20,94182,IL,1735.0
117,5/18/20,96473,IL,2291.0
118,5/19/20,98018,IL,1545.0
119,5/20/20,100410,IL,2392.0
120,5/21/20,102681,IL,2271.0
121,5/22/20,105441,IL,2760.0
122,5/23/20,107792,IL,2351.0
123,5/24/20,110295,IL,2503.0
124,5/25/20,112008,IL,1713.0
125,5/26/20,113185,IL,1177.0
126,5/27/20,114305,IL,1120.0
127,5/28/20,115832,IL,1527.0
128,5/29/20,117450,IL,1618.0
129,5/30/20,118912,IL,1462.0
130,5/31/20,120257,IL,1345.0
131,6/1/20,121232,IL,975.0
132,6/2/20,122841,IL,1609.0
133,6/3/20,123820,IL,979.0
134,6/4/20,124749,IL,929.0
135,6/5/20,125903,IL,1154.0
136,6/6/20,126883,IL,980.0
137,6/7/20,127744,IL,861.0
138,6/8/20,128406,IL,662.0
139,6/9/20,129204,IL,798.0
140,6/10/20,129829,IL,625.0
141,6/11/20,130597,IL,768.0
142,6/12/20,131189,IL,592.0
143,6/13/20,131861,IL,672.0
144,6/14/20,132528,IL,667.0
145,6/15/20,133002,IL,474.0
146,6/16/20,133628,IL,626.0
147,6/17/20,134181,IL,553.0
148,6/18/20,134773,IL,592.0
149,6/19/20,135464,IL,691.0
150,6/20/20,136100,IL,636.0
151,6/21/20,136757,IL,657.0
152,6/22/20,137217,IL,460.0
153,6/23/20,137817,IL,600.0
154,6/24/20,138532,IL,715.0
155,6/25/20,139429,IL,897.0
156,6/26/20,140288,IL,859.0
157,6/27/20,141074,IL,786.0
158,6/28/20,141720,IL,646.0
159,6/29/20,142454,IL,734.0
160,6/30/20,143182,IL,728.0
161,7/1/20,144011,IL,829.0
162,7/2/20,144068,IL,57.0
163,7/3/20,145744,IL,1676.0
164,7/4/20,146609,IL,865.0
165,7/5/20,147249,IL,640.0
166,7/6/20,147861,IL,612.0
167,7/7/20,148449,IL,588.0
168,7/8/20,149431,IL,982.0
169,7/9/20,150449,IL,1018.0
170,7/10/20,151758,IL,1309.0
171,7/11/20,152962,IL,1204.0
0,1/22/20,0,IN,0.0
1,1/23/20,0,IN,0.0
2,1/24/20,0,IN,0.0
3,1/25/20,0,IN,0.0
4,1/26/20,0,IN,0.0
5,1/27/20,0,IN,0.0
6,1/28/20,0,IN,0.0
7,1/29/20,0,IN,0.0
8,1/30/20,0,IN,0.0
9,1/31/20,0,IN,0.0
10,2/1/20,0,IN,0.0
11,2/2/20,0,IN,0.0
12,2/3/20,0,IN,0.0
13,2/4/20,0,IN,0.0
14,2/5/20,0,IN,0.0
15,2/6/20,0,IN,0.0
16,2/7/20,0,IN,0.0
17,2/8/20,0,IN,0.0
18,2/9/20,0,IN,0.0
19,2/10/20,0,IN,0.0
20,2/11/20,0,IN,0.0
21,2/12/20,0,IN,0.0
22,2/13/20,0,IN,0.0
23,2/14/20,0,IN,0.0
24,2/15/20,0,IN,0.0
25,2/16/20,0,IN,0.0
26,2/17/20,0,IN,0.0
27,2/18/20,0,IN,0.0
28,2/19/20,0,IN,0.0
29,2/20/20,0,IN,0.0
30,2/21/20,0,IN,0.0
31,2/22/20,0,IN,0.0
32,2/23/20,0,IN,0.0
33,2/24/20,0,IN,0.0
34,2/25/20,0,IN,0.0
35,2/26/20,0,IN,0.0
36,2/27/20,0,IN,0.0
37,2/28/20,0,IN,0.0
38,2/29/20,0,IN,0.0
39,3/1/20,0,IN,0.0
40,3/2/20,0,IN,0.0
41,3/3/20,0,IN,0.0
42,3/4/20,0,IN,0.0
43,3/5/20,0,IN,0.0
44,3/6/20,1,IN,1.0
45,3/7/20,1,IN,0.0
46,3/8/20,2,IN,1.0
47,3/9/20,6,IN,4.0
48,3/10/20,10,IN,4.0
49,3/11/20,10,IN,0.0
50,3/12/20,12,IN,2.0
51,3/13/20,12,IN,0.0
52,3/14/20,19,IN,7.0
53,3/15/20,19,IN,0.0
54,3/16/20,30,IN,11.0
55,3/17/20,30,IN,0.0
56,3/18/20,35,IN,5.0
57,3/19/20,55,IN,20.0
58,3/20/20,123,IN,68.0
59,3/21/20,123,IN,0.0
60,3/22/20,200,IN,77.0
61,3/23/20,258,IN,58.0
62,3/24/20,360,IN,102.0
63,3/25/20,478,IN,118.0
64,3/26/20,960,IN,482.0
65,3/27/20,960,IN,0.0
66,3/28/20,1232,IN,272.0
67,3/29/20,1513,IN,281.0
68,3/30/20,1783,IN,270.0
69,3/31/20,2159,IN,376.0
70,4/1/20,2564,IN,405.0
71,4/2/20,3038,IN,474.0
72,4/3/20,3436,IN,398.0
73,4/4/20,3948,IN,512.0
74,4/5/20,4409,IN,461.0
75,4/6/20,4942,IN,533.0
76,4/7/20,5501,IN,559.0
77,4/8/20,5939,IN,438.0
78,4/9/20,6345,IN,406.0
79,4/10/20,6905,IN,560.0
80,4/11/20,7429,IN,524.0
81,4/12/20,7917,IN,488.0
82,4/13/20,8222,IN,305.0
83,4/14/20,8512,IN,290.0
84,4/15/20,8941,IN,429.0
85,4/16/20,9527,IN,586.0
86,4/17/20,10149,IN,622.0
87,4/18/20,10639,IN,490.0
88,4/19/20,11206,IN,567.0
89,4/20/20,11677,IN,471.0
90,4/21/20,12090,IN,413.0
91,4/22/20,12436,IN,346.0
92,4/23/20,12436,IN,0.0
93,4/24/20,13617,IN,1181.0
94,4/25/20,14304,IN,687.0
95,4/26/20,15011,IN,707.0
96,4/27/20,15960,IN,949.0
97,4/28/20,16579,IN,619.0
98,4/29/20,17226,IN,647.0
99,4/30/20,17818,IN,592.0
100,5/1/20,18629,IN,811.0
101,5/2/20,19293,IN,664.0
102,5/3/20,19930,IN,637.0
103,5/4/20,20502,IN,572.0
104,5/5/20,21028,IN,526.0
105,5/6/20,21865,IN,837.0
106,5/7/20,22499,IN,634.0
107,5/8/20,23144,IN,645.0
108,5/9/20,23730,IN,586.0
109,5/10/20,24122,IN,392.0
110,5/11/20,24620,IN,498.0
111,5/12/20,25117,IN,497.0
112,5/13/20,25470,IN,353.0
113,5/14/20,26047,IN,577.0
114,5/15/20,26650,IN,603.0
115,5/16/20,27274,IN,624.0
116,5/17/20,27765,IN,491.0
117,5/18/20,28245,IN,480.0
118,5/19/20,28702,IN,457.0
119,5/20/20,29269,IN,567.0
120,5/21/20,29930,IN,661.0
121,5/22/20,30404,IN,474.0
122,5/23/20,30893,IN,489.0
123,5/24/20,31369,IN,476.0
124,5/25/20,31706,IN,337.0
125,5/26/20,32067,IN,361.0
126,5/27/20,32424,IN,357.0
127,5/28/20,33057,IN,633.0
128,5/29/20,33551,IN,494.0
129,5/30/20,33551,IN,0.0
130,5/31/20,34569,IN,1018.0
131,6/1/20,34820,IN,251.0
132,6/2/20,35234,IN,414.0
133,6/3/20,35704,IN,470.0
134,6/4/20,36089,IN,385.0
135,6/5/20,36573,IN,484.0
136,6/6/20,36992,IN,419.0
137,6/7/20,37388,IN,396.0
138,6/8/20,37611,IN,223.0
139,6/9/20,38024,IN,413.0
140,6/10/20,38332,IN,308.0
141,6/11/20,38743,IN,411.0
142,6/12/20,39146,IN,403.0
143,6/13/20,39543,IN,397.0
144,6/14/20,39909,IN,366.0
145,6/15/20,40404,IN,495.0
146,6/16/20,40760,IN,356.0
147,6/17/20,40972,IN,212.0
148,6/18/20,41428,IN,456.0
149,6/19/20,41740,IN,312.0
150,6/20/20,42059,IN,319.0
151,6/21/20,42416,IN,357.0
152,6/22/20,42626,IN,210.0
153,6/23/20,42867,IN,241.0
154,6/24/20,43136,IN,269.0
155,6/25/20,43652,IN,516.0
156,6/26/20,44117,IN,465.0
157,6/27/20,44572,IN,455.0
158,6/28/20,44929,IN,357.0
159,6/29/20,45223,IN,294.0
160,6/30/20,45593,IN,370.0
161,7/1/20,45952,IN,359.0
162,7/2/20,46387,IN,435.0
163,7/3/20,46915,IN,528.0
164,7/4/20,47430,IN,515.0
165,7/5/20,48006,IN,576.0
166,7/6/20,48509,IN,503.0
167,7/7/20,48816,IN,307.0
168,7/8/20,49258,IN,442.0
169,7/9/20,49574,IN,316.0
170,7/10/20,50299,IN,725.0
171,7/11/20,51079,IN,780.0
0,1/22/20,0,KS,0.0
1,1/23/20,0,KS,0.0
2,1/24/20,0,KS,0.0
3,1/25/20,0,KS,0.0
4,1/26/20,0,KS,0.0
5,1/27/20,0,KS,0.0
6,1/28/20,0,KS,0.0
7,1/29/20,0,KS,0.0
8,1/30/20,0,KS,0.0
9,1/31/20,0,KS,0.0
10,2/1/20,0,KS,0.0
11,2/2/20,0,KS,0.0
12,2/3/20,0,KS,0.0
13,2/4/20,0,KS,0.0
14,2/5/20,0,KS,0.0
15,2/6/20,0,KS,0.0
16,2/7/20,0,KS,0.0
17,2/8/20,0,KS,0.0
18,2/9/20,0,KS,0.0
19,2/10/20,0,KS,0.0
20,2/11/20,0,KS,0.0
21,2/12/20,0,KS,0.0
22,2/13/20,0,KS,0.0
23,2/14/20,0,KS,0.0
24,2/15/20,0,KS,0.0
25,2/16/20,0,KS,0.0
26,2/17/20,0,KS,0.0
27,2/18/20,0,KS,0.0
28,2/19/20,0,KS,0.0
29,2/20/20,0,KS,0.0
30,2/21/20,0,KS,0.0
31,2/22/20,0,KS,0.0
32,2/23/20,0,KS,0.0
33,2/24/20,0,KS,0.0
34,2/25/20,0,KS,0.0
35,2/26/20,0,KS,0.0
36,2/27/20,0,KS,0.0
37,2/28/20,0,KS,0.0
38,2/29/20,0,KS,0.0
39,3/1/20,0,KS,0.0
40,3/2/20,0,KS,0.0
41,3/3/20,0,KS,0.0
42,3/4/20,0,KS,0.0
43,3/5/20,0,KS,0.0
44,3/6/20,0,KS,0.0
45,3/7/20,0,KS,0.0
46,3/8/20,1,KS,1.0
47,3/9/20,1,KS,0.0
48,3/10/20,1,KS,0.0
49,3/11/20,1,KS,0.0
50,3/12/20,5,KS,4.0
51,3/13/20,6,KS,1.0
52,3/14/20,6,KS,0.0
53,3/15/20,8,KS,2.0
54,3/16/20,13,KS,5.0
55,3/17/20,16,KS,3.0
56,3/18/20,21,KS,5.0
57,3/19/20,34,KS,13.0
58,3/20/20,44,KS,10.0
59,3/21/20,54,KS,10.0
60,3/22/20,63,KS,9.0
61,3/23/20,78,KS,15.0
62,3/24/20,92,KS,14.0
63,3/25/20,125,KS,33.0
64,3/26/20,170,KS,45.0
65,3/27/20,204,KS,34.0
66,3/28/20,264,KS,60.0
67,3/29/20,321,KS,57.0
68,3/30/20,369,KS,48.0
69,3/31/20,428,KS,59.0
70,4/1/20,482,KS,54.0
71,4/2/20,550,KS,68.0
72,4/3/20,620,KS,70.0
73,4/4/20,698,KS,78.0
74,4/5/20,747,KS,49.0
75,4/6/20,845,KS,98.0
76,4/7/20,899,KS,54.0
